track_id,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
7fClofbhUwL4zyirAk4x3K,mioskii,,0.684,0.874,1,-4.072,0,0.0299,0.0848,0.0189,0.129,0.93,140.037,166286,9413155
6mvjHs3ARC10teeMFZ4kh5,Zachary Knowles,bedroom soul,0.597,0.266,3,-8.973,1,0.028,0.805,0,0.128,0.352,129.981,221077,4225562
0bIHWAGW7gahdRc4JP2Eup,Austin George,dark r&b,0.591,0.694,10,-9.48,1,0.0597,0.315,0,0.472,0.51,86.001,126000,126000
0BB8adTPSIZedvDapPJ2Bs,clide,singer-songwriter pop,0.485,0.139,0,-12.416,1,0.0663,0.847,0,0.11,0.236,151.322,185026,2640200
6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,pop,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37E-06,0.28,0.28,123.999,143747,764066
34ZfAjSGM4vxJ1P6N5geSp,Sody,alt z,0.588,0.625,0,-9.502,1,0.212,0.69,4.38E-06,0.0799,0.116,121.809,189013,30000
2LxAjX7VN5LJfSY7QJt7XQ,MOTHICA,alt z,0.638,0.755,8,-5.614,0,0.0682,0.362,3.09E-06,0.329,0.739,169.953,140111,139800
3bWubl9oMzs5Z1n5KZXSSz,shy martin,alt z,0.647,0.319,9,-9.987,1,0.0367,0.827,0,0.133,0.267,126.243,153059,153058
2OZNEa3tW5HKAaAQqnJope,Munn,singer-songwriter pop,0.646,0.576,2,-7.827,1,0.071,0.449,0,0.342,0.375,149.821,185600,6987003
,heldclose,,,,,,,,,,,,,,197647
7g838qJvNsRt5fbHaleo2q,blackbear,pop,0.53,0.748,10,-3.013,0,0.331,0.287,0,0.414,0.887,120.259,274732,84841
5IrC1UAnYw3SyfV9ER03ON,guccihighwaters,cloud rap,0.644,0.595,6,-5.824,0,0.0371,0.472,0,0.125,0.31,82.561,156730,156730
4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,pop,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,1693584
1nfYgAwhHh37Kl6Z0YQf7Q,Zachary Knowles,bedroom soul,0.565,0.612,10,-9.167,1,0.163,0.457,4.89E-05,0.0823,0.522,171.876,164665,165905
2eORR9aSjyp16BxFRbJTFh,Gabriel Cavalcanti,lo-fi brasileiro,0.579,0.0741,5,-21.105,1,0.0266,0.923,0.9,0.0846,0.196,90.073,122667,245332
7qFtcljd0PZ5kJZos70YjT,mehro,gen z singer-songwriter,0.562,0.494,4,-8.13,0,0.0278,0.864,0.0259,0.153,0.383,144.104,215516,2241
7d92SHonFmiOdeyp4BEdTC,The Field Tapes,ambient guitar,0.661,0.259,2,-14.413,1,0.0351,0.927,0.382,0.0603,0.252,93.909,153776,461325
58Mh6zmqSo9IvysPAXnG0h,Sarcastic Sounds,lo-fi chill,0.627,0.575,4,-7.38,1,0.232,0.78,0,0.336,0.494,78.546,183451,4848471
5IdrsGhB8D7RwNwGra9V6i,blackbear,pop,0.665,0.635,11,-5.763,0,0.0446,0.0516,0,0.367,0.472,97.974,212927,212777
7ezWFPZxTDiQMl7NlAXdkR,Zachary Knowles,bedroom soul,0.781,0.666,2,-5.547,1,0.0639,0.00916,0,0.1,0.561,130.005,141329,1865860
6YnthMWv62JY3ka2YAvCCh,Hinshi,lo-fi chill,0.586,0.121,11,-18.214,1,0.0321,0.92,0.106,0.0832,0.173,92.018,115435,46420
4epd3VXwxPItuOVN0aGsr6,blackbear,pop,0.709,0.774,10,-4.797,1,0.069,0.12,0,0.208,0.393,94.013,148165,148039
4o3XxiQ9BljY4OU38zanC0,Mokita,chill pop,0.661,0.776,8,-5.054,1,0.0366,0.125,0.000152,0.119,0.17,145.993,193977,890582
18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,alt z,0.795,0.178,0,-11.991,1,0.0574,0.607,0,0.623,0.608,93.982,181613,834797
1itJhJiweMHxJcqQLWsJXn,hi jude,lo-fi study,0.547,0.377,11,-15.64,1,0.0362,0.68,0.945,0.0703,0.0537,80.032,138000,138000
7uo2L5FAja3pWIBa3HJVeC,Zeph,gen z singer-songwriter,0.68,0.406,9,-11.313,1,0.0414,0.782,0.00019,0.11,0.551,119.901,60333,60333
72sQjWR565TtF4yIKnoZZe,Ruel,alt z,0.589,0.446,7,-5.501,1,0.0285,0.0263,0,0.0869,0.292,81.983,209827,209827
6ZYTXqGNXsu6bqL1P8mgxt,kairos,lo-fi sleep,0.357,0.0675,2,-22.515,1,0.0342,0.979,0.913,0.06,0.125,130.047,138462,276922
7EkMIQ2PzEzwQroLl6dUvw,EDEN,indie poptimism,0.503,0.212,0,-12.735,0,0.0658,0.872,0.000293,0.12,0.185,118.492,232412,4539000
7eapS72LGn58Bx6cQaj0h4,Zac Greer,,0.694,0.399,5,-6.248,0,0.0422,0.22,0,0.31,0.509,100.022,157331,2169629
5wEEsLCDkK17pSIgFYnapU,clide,singer-songwriter pop,0.654,0.535,9,-6.345,1,0.299,0.272,0,0.0594,0.828,93.786,166795,837239
2VhY69P0Q15rHfEKaMlR5x,LANY,la pop,0.646,0.736,11,-7.658,1,0.0396,0.0334,0,0.0807,0.28,94.024,208809,2331787
67dauMD2RclztbZPgMDBKk,Ben Platt,broadway,0.349,0.206,0,-10.106,1,0.0349,0.69,0,0.154,0.219,64.247,246043,492084
0HfzDIKAiiRIAMn6HjB6rv,mj apanay,bedroom r&b,0.591,0.646,8,-7.367,1,0.27,0.408,0,0.163,0.594,160.632,147840,17000
3cuW0sgJND4ZkdN1m7m7Gg,blackbear,pop,0.612,0.536,10,-6.537,0,0.157,0.697,0,0.131,0.603,132.251,184636,184660
7aGaP4VJ1WOAIL7QlEl1pA,Gentle Bones,singaporean pop,0.629,0.459,11,-8.846,1,0.0303,0.38,4.10E-06,0.205,0.435,138.059,165968,436678
7eJMfftS33KTjuF7lTsMCx,Powfu,sad lo-fi,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,173333,359264
1yYKo5g6Auz6NmanwGpJOI,Atlas in Motion,,0.657,0.519,7,-7.921,1,0.0399,0.227,0.000422,0.107,0.221,89.107,172558,862453
6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,pop,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507,1974865
0XZ5gv6EBByIEuSOIiYaon,glaive,glitchcore,0.485,0.681,7,-2.22,1,0.0621,0.0316,0,0.135,0.514,147.853,118931,356476
4HOg84QsolNLzNp08qZ3sX,Arlie,modern rock,0.468,0.89,4,-2.974,1,0.0701,0.00415,1.21E-05,0.508,0.709,140.265,200467,3982125
3lEqXRwPi98ZvKm5bsZTGi,Nessa Barrett,social media pop,0.604,0.671,4,-6.319,0,0.0617,0.117,0,0.483,0.38,110.343,144875,144875
0qgZvYWLIqDn0tXimF8gPa,blackbear,pop,0.766,0.64,0,-8.899,1,0.0345,0.051,0,0.237,0.67,100.044,165600,159913
0N2rGjQLuT0GqVueJxjQS6,blackbear,pop,0.788,0.664,5,-6.633,0,0.0427,0.0775,2.80E-06,0.252,0.547,96.024,167369,167370
5YVuTCLDxjS8pORppZhNsf,eli.,,0.565,0.467,5,-7.741,0,0.0485,0.643,0,0.103,0.116,112.499,225600,1128000
17zGkwutNrdgAAfC61QLWF,Long Shot Party,j-poprock,0.462,0.955,2,-3.264,1,0.0897,0.04,0,0.361,0.535,99.031,187347,3197
24zaoEGmRjgA0zt47uLgRF,Ruel,alt z,0.562,0.329,3,-8.556,0,0.162,0.502,0,0.562,0.502,148.524,179213,179214
6Se3x9ANMLv0dCDsjGmEjh,blackbear,pop,0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06E-06,0.123,0.17,111.001,212027,4978349
5NQxkgByBxGdx5yayzVlvh,blackbear,pop,0.793,0.615,10,-5.044,0,0.0616,0.442,0,0.0928,0.332,110.978,196216,196153
4iKzb6YFt20q6eS5gfVkNr,blackbear,pop,0.754,0.433,1,-7.704,1,0.0637,0.216,0,0.0936,0.339,109.954,226909,34590
4zcU9UeYc6Xx8XmBlxV66n,blackbear,pop,0.723,0.626,10,-6.041,0,0.0447,0.131,0,0.11,0.238,112.074,165250,165052
,sadeyes,,,,,,,,,,,,,,690035
,luca.,,,,,,,,,,,,,,154101
1HGtTmgl1sEycuS9lJviWQ,Zaeden,desi pop,0.735,0.593,11,-7.473,1,0.0885,0.731,0.178,0.135,0.475,160.07,161625,9691
0QzuaeCEEOV40Pn7IvKEny,dhruv,nyc pop,0.656,0.436,8,-11.141,1,0.0744,0.845,0,0.221,0.196,109.239,171743,8942
7mOcLhVf0Aj6pIfi3LcSNW,Mokita,chill pop,0.524,0.391,4,-9.021,1,0.041,0.789,0,0.0869,0.143,148.009,194680,1050277
0Hfah746oDkvCS7ySP3k1c,8percent,aesthetic rap,0.795,0.385,7,-13.526,0,0.329,0.851,5.98E-05,0.234,0.55,109.996,87409,4284359
68qj6fgOusJbWoLPxwiRz5,mj apanay,bedroom r&b,0.642,0.25,4,-9.954,1,0.0555,0.81,0,0.248,0.76,119.654,263317,92027
4qfoz6SI8KDdUtTTtmAzR5,Linearwave,anime lo-fi,0.716,0.186,8,-15.668,1,0.0542,0.992,0.906,0.372,0.0363,115.067,117913,117913
5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,pop,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42E-05,0.106,0.137,143.875,242013,2550439
1hV0Ue00iyNCZvb1n0VyGf,brakence,glitchcore,0.699,0.322,1,-11.429,1,0.0634,0.214,0,0.0993,0.757,140.875,166809,1004610
3OXpdrHLT4IqM76RajgM6Q,EDEN,indie poptimism,0.484,0.444,4,-6.935,0,0.0636,0.601,0,0.238,0.226,144.21,338333,4622914
6D6HVKe7Qu3imn4zzJD0W9,keshi,chill r&b,0.691,0.389,4,-8.247,1,0.0367,0.765,0,0.0941,0.306,104.952,227032,2362823
2pJmSaPh5lMe4npn0Z6m8A,mazie,modern indie pop,0.71,0.596,9,-6.655,0,0.0575,0.132,0.000713,0.212,0.721,148.869,102664,102663
6rxYf6KRWBSWm6pVRl9LWa,Bibio,ambient folk,0.565,0.738,0,-5.293,1,0.26,0.192,0.842,0.0939,0.364,91.656,355227,9340
4rT2YF1iXeCemJhhee2pQN,Josh Golden,la pop,0.794,0.528,11,-6.983,0,0.0403,0.697,0.00118,0.22,0.581,95.072,156217,4088433
3ZW87Wj98EqDCduX7OH4IO,blackbear,pop,0.793,0.531,9,-8.501,0,0.127,0.0356,1.02E-05,0.0905,0.337,129.951,252171,252088
1uMHCAyGmHqyygoNRuo7MV,bbno$,canadian hip hop,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,133707,7432605
5j4hgym3SUadjFieaAIVw0,YAS,,0.429,0.484,8,-5.557,0,0.0701,0.372,0.0791,0.091,0.0759,83.713,214286,21925508
0hwtCNaxCMWoZZPHjUAETA,bixby,bedroom r&b,0.614,0.816,11,-5.889,0,0.036,0.371,4.11E-05,0.106,0.602,144.961,125793,125793
4R2DDseYW2tsmMhvdQQ2Po,Lizzy McAlpine,alt z,0.415,0.45,6,-8.529,0,0.0599,0.578,2.82E-05,0.155,0.305,93.17,214468,336211
57Z4ecZTqs7ig9nWY7xoou,Lizzy McAlpine,alt z,0.415,0.45,6,-8.529,0,0.0599,0.578,2.82E-05,0.155,0.305,93.17,214468,5016936
5JlF4uq1thz8Tf7PztHopO,John K,singer-songwriter pop,0.449,0.612,1,-7.534,1,0.179,0.379,7.28E-05,0.0795,0.296,188.73,172792,1056053
3z06k8YF9CqX0CGFrlekOK,vaultboy,singer-songwriter pop,0.76,0.371,6,-8.964,1,0.0531,0.00772,0,0.0785,0.653,138.023,115402,1331613
1NAyq9TrQIpLHWStUX4xAQ,LANY,la pop,0.65,0.388,10,-7.065,1,0.0332,0.306,0,0.114,0.628,96.001,201442,1051870
6vOY0h3OyLLSXouDtP6FkN,renforshort,alt z,0.57,0.746,10,-6.464,1,0.104,0.144,7.31E-06,0.0706,0.27,158.061,156225,559079
4g3jSrPVcRABEqmuVb0Brh,middt,lo-fi brasileiro,0.666,0.115,4,-15.478,1,0.0333,0.966,0.972,0.0987,0.11,61.994,108673,326019
,Nohidea,,,,,,,,,,,,,,96053
03zuGqxMwUFFmCwusq0WKE,Tate McRae,alt z,0.519,0.383,7,-7.174,1,0.0495,0.572,0,0.124,0.157,144.565,203480,34162
7JDWhC422Gtk1Bq0mL3OTC,Bea Miller,alt z,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,180161,958366
4I0tFcRHjW3AkN1Jg1veOM,Mike Shinoda,alternative hip hop,0.55,0.685,8,-3.28,1,0.0353,0.0261,6.90E-05,0.251,0.168,89.977,214343,214118
4d6z0mKVcnhE5x0YWvTexh,Baby Keem,hip hop,0.963,0.309,6,-8.456,0,0.315,0.0605,1.90E-05,0.108,0.579,132.04,168759,108841
3TFtD8GZNw9v6vVWr3hnWy,YUNGBLUD,british indie rock,0.236,0.918,2,-4.503,1,0.0998,0.000104,0.0178,0.294,0.312,98.46,176988,750936
0xoC4iuSQz7qxtB6UI92IJ,EMELINE,alt z,0.548,0.363,5,-7.766,1,0.433,0.047,0,0.066,0.484,170.407,148588,2764932
3jH30PGXQDOx1VP9nL75lU,lael,,0.477,0.288,1,-12.548,1,0.0364,0.718,0,0.385,0.214,41.462,199262,1210694
4VEEDnEFLI9dUy5QA51rom,Foster,sad lo-fi,0.706,0.604,2,-6.932,1,0.303,0.418,0,0.242,0.361,82.03,165029,5036009
6IEYxC5J51Igo0XUTx16mA,Foster,sad lo-fi,0.591,0.805,0,-5.235,1,0.271,0.64,0,0.143,0.283,136.629,197857,197857
4eqYoFG2SGQqMFCvKrjtiu,Linearwave,anime lo-fi,0.689,0.0204,10,-28.613,1,0.0377,0.986,0.923,0.297,0.356,117.975,89492,89491
77OWuDUCJMhizuSjOXDJbl,sadeyes,emo rap,0.607,0.497,4,-12.053,0,0.209,0.828,0,0.105,0.517,147.965,134886,134885
,Dazel Ukuto,,,,,,,,,,,,,,12014
2RNsweBBb1a6tAHXQtt2xH,Lauv,pop,0.809,0.547,9,-7.305,1,0.0614,0.452,0,0.054,0.718,94.992,198973,726031
20nY3IhGhRGBaWK3remnch,blackbear,pop,0.63,0.382,3,-5.535,0,0.0558,0.471,0,0.176,0.555,97.706,181771,181752
5Y8VrkCXILja6XIYngzBwl,Rnla,lo-fi chill,0.746,0.376,9,-10.818,0,0.106,0.94,1.78E-06,0.0861,0.112,120.132,158016,948090
2mEk3YZ2CdsJBySy2b1AgD,kairos,lo-fi sleep,0.566,0.212,6,-19.451,1,0.0505,0.947,0.918,0.155,0.188,130.02,181000,543000
4XJUPTlWg7AqgR5x50GRst,Marco Luka,,0.401,0.344,9,-9.323,0,0.0318,0.832,0,0.202,0.623,169.474,105258,184870
4nvGIQPgLnWWJUJrnRsIOX,blackbear,pop,0.744,0.732,8,-3.036,1,0.0522,0.0264,0,0.352,0.387,121.086,174067,172771
1mB8PxWsXm2EjAgDzOZcbB,Camylio,gen z singer-songwriter,0.723,0.509,0,-12.309,1,0.0663,0.0577,0,0.0809,0.482,122.031,202698,202698
5fw7OEMjARmFAu0cQ363U4,blackbear,pop,0.71,0.778,4,-5.336,0,0.0317,0.0466,0,0.0763,0.382,101.024,187802,1464696
6eutgX6jfXAsjTXgQtCtYV,FLETCHER,alt z,0.649,0.478,0,-8.834,1,0.156,0.658,0,0.131,0.468,139.859,161247,2095845
1t2n68SZzCnuQ6tITQxTPS,dempsey hope,modern indie pop,0.468,0.275,9,-13.311,1,0.145,0.753,0,0.0943,0.379,142.875,136296,408888
5gOyjqIifZ9NqVcaIIlqv7,SEB,,0.783,0.62,0,-7.987,0,0.0662,0.426,1.33E-06,0.152,0.827,101.992,124706,124705
3jZihewg1kioufCyUKhm7w,EDEN,indie poptimism,0.7,0.454,8,-9.574,1,0.172,0.612,0,0.379,0.583,97.032,196701,1769815
5odlY52u43F5BjByhxg7wg,JVKE,modern indie pop,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,209260,6434777
6DbYH5UvdXBZEQgTelaFdm,hrishi,,0.623,0.467,4,-8.419,0,0.0373,0.116,0.0595,0.11,0.229,147.974,144239,288251
4xP5bdGofMzMQyH1TDFPp8,Christian French,alt z,0.626,0.573,1,-7.825,1,0.115,0.41,0,0.219,0.68,149.993,169745,509232
4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,pop,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147,1820783
7MUwBJMijrM67riEGSOKWQ,Arem Ozguc,turkish edm,0.81,0.97,1,-3.586,0,0.141,0.00127,0.000462,0.331,0.739,124.937,144000,3441
2X1jaqdFNsixn0GvijENGf,ØZI,mandopop,0.818,0.491,8,-7.567,1,0.108,0.0874,1.52E-06,0.0881,0.824,121.955,174693,35014390
1YcoZcEyuaOnQiZLK0cNta,blackbear,pop,0.704,0.785,8,-3.588,1,0.0381,0.0204,0,0.153,0.765,125.077,195110,194953
4hMcb6afvdD4zdPhGSJkxX,John K,singer-songwriter pop,0.798,0.722,11,-4.037,1,0.0494,0.099,0,0.242,0.69,123.019,196007,3640745
73YUReisjb3A9ActdLLjJQ,Taylor Swift,pop,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,315147,2654908
27KDaaYxMJgJcyixSP7oHO,Jasmine Thompson,viral pop,0.462,0.338,3,-8.788,1,0.045,0.824,0,0.129,0.416,139.845,165990,872315
5NG9pVD8oClwcxeIHNXpBd,Josh Golden,la pop,0.73,0.4,8,-7.062,1,0.0613,0.0346,0.00222,0.256,0.487,83.509,174038,206579
6FveEQirXfxqNz5zQg4df0,steezy prime,lo-fi study,0.629,0.171,2,-17.328,1,0.0556,0.885,0.969,0.101,0.264,88.011,152727,152727
6ID9Av5ISfFescfxuCAeUg,remy,modern indie pop,0.733,0.605,6,-7.961,1,0.0606,0.274,0.000287,0.0892,0.737,160.004,175500,175500
1nDOeWBfRKA5YNQ8bKWzMM,Christian French,alt z,0.909,0.392,6,-6.221,0,0.0652,0.278,1.77E-06,0.106,0.61,127.052,154961,9940
1GLn6QTiwZVyFksUlZUV0P,Josh Golden,la pop,0.8,0.54,5,-7.539,1,0.0417,0.181,0.285,0.115,0.502,119.983,176228,4863376
11IfqQwhR9E7bnkC6yI0xr,Munn,singer-songwriter pop,0.681,0.396,9,-9.446,0,0.0615,0.331,0,0.168,0.191,121.964,179016,179016
6JOv2beX03Jnvxj578vm4A,girl in red,alt z,0.543,0.465,8,-8.914,1,0.0554,0.337,0.000543,0.142,0.158,143.121,175695,1101013
6jRq8gaZhMUyy5RclRPcAf,blackbear,pop,0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992,188344,7358310
2duFPm9rvnojzCSkzhi4l6,blackbear,pop,0.359,0.361,3,-10.194,0,0.0552,0.365,0,0.111,0.28,85.898,227397,204215
1DiOSZ8PpnmwgriDH0RNQd,yaeow,lo-fi chill,0.611,0.311,0,-12.199,1,0.0382,0.904,0.00409,0.111,0.194,100.092,146400,1222701
566yEfNfBoojymRCZRbkxU,mehro,gen z singer-songwriter,0.496,0.335,4,-11.137,1,0.0347,0.891,0.439,0.113,0.207,75.96,213720,1264050
2Ylrq2Qhtj3bWr1QeTSvls,Josh Golden,la pop,0.794,0.596,1,-5.82,0,0.126,0.434,8.92E-05,0.179,0.33,91.973,163859,356316
2EKo5WC2LX4fiplTWan5Rl,ELIO,alt z,0.623,0.683,7,-3.512,1,0.0437,0.0995,0,0.372,0.747,90.021,186665,6334026
0PuIRJEXJy0HpdWvgf4Wxh,apollw,,0.725,0.157,5,-16.546,1,0.0638,0.96,0.959,0.0742,0.319,111.989,145714,291428
1qFMIjTe9esCDiytqUY19t,Bea Miller,alt z,0.347,0.209,11,-11.152,1,0.0273,0.893,0.00287,0.138,0.0735,82.878,213987,213986
3F3roWqJPMtmLbPPl93bbR,JVKE,modern indie pop,0.459,0.639,1,-4.152,1,0.0638,0.236,0.00922,0.248,0.344,155.935,177887,6249836
3pM7NQahwmilUQ2JSBJOzA,young friend,modern indie pop,0.724,0.225,4,-14.13,0,0.0461,0.768,0.00596,0.111,0.698,169.913,160941,1355868
11iiMB7TmFTtaXT4YJAltw,itssvd,lo-fi chill,0.546,0.179,1,-19.623,0,0.23,0.611,0.00211,0.107,0.272,95.037,84177,420880
2WF2S4oczNaWSO9rPgkMnQ,LEMAYAN,,0.338,0.502,10,-9.365,0,0.109,0.436,0.000109,0.219,0.34,167.382,128861,128740
3dNEnD700nYq0TY0w6AJjs,GOLDHOUSE,pop edm,0.641,0.28,10,-8.737,1,0.0312,0.815,0,0.0866,0.497,120.005,186500,310509
3dNEnD700nYq0TY0w6AJjs,GOLDHOUSE,pop edm,0.641,0.28,10,-8.737,1,0.0312,0.815,0,0.0866,0.497,120.005,186500,56994
58qX77t2VWMWcycsh9zKLc,Clinton Kane,alt z,0.535,0.359,2,-9.343,1,0.0607,0.771,0,0.111,0.488,154.163,184505,2567940
7txwhthkLlokKYKdYpGSuW,blackbear,pop,0.666,0.704,1,-5.737,0,0.0366,0.0106,1.11E-05,0.348,0.418,139.972,197149,19185
2rvg3ZXtBRxU0AlbXOqPSP,sadeyes,emo rap,0.658,0.487,0,-9.618,1,0.45,0.487,0,0.26,0.523,135.232,178424,178423
2EMeWXGkIpAyHRJ7sw88wO,Vorsa,lo-fi chill,0.637,0.522,4,-5.05,1,0.0819,0.652,1.41E-05,0.1,0.328,150.073,154800,154800
7vRriwrloYVaoAe3a9wJHe,gnash,alt z,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034,21208328
4ka1FkKAMde6dQAFFMXKac,Nessa Barrett,social media pop,0.706,0.544,2,-7.275,1,0.0306,0.0273,0,0.087,0.477,115.935,177583,1177161
0gj4bQWlJc0nU6fceKq7BB,nøll,,0.478,0.635,11,-5.721,1,0.157,0.505,6.07E-05,0.0982,0.292,112.353,195200,1224590
32F2TphKpYNoMGRnepXQvf,Boon,dark r&b,0.748,0.529,10,-7.399,1,0.423,0.543,0,0.401,0.841,154.015,135705,4078177
7CH8J4ulT49UfZwSDSkSZA,Jax Jones,dance pop,0.668,0.726,9,-7.512,1,0.0468,0.0387,0,0.134,0.453,124.075,172143,1052669
4SdoXp42bZe2w5ZFynw8oo,Munn,singer-songwriter pop,0.604,0.58,7,-7.169,1,0.31,0.464,0,0.16,0.419,95.087,157000,4139674
0U3u0HdRQjD8mAMYBak4Ok,The Japanese House,indie pop,0.607,0.451,4,-8.206,1,0.0286,0.0604,0,0.19,0.676,94.054,208280,400608
7BrbGr8S8rjrnlGLqtfFwA,the bootleg boy,lo-fi chill,0.575,0.193,2,-15.494,1,0.179,0.951,0.0443,0.156,0.308,118.589,125052,500208
6wFqLYmiXyGvprbWa4ogm8,Christian French,alt z,0.675,0.695,7,-7.859,0,0.0753,0.00383,2.95E-05,0.0637,0.662,92.025,202779,2827372
4dVR8jBG0RQ7jbdi8GRkyd,glaive,glitchcore,0.476,0.816,5,-3.412,1,0.139,0.0605,0,0.107,0.584,182.269,116551,232910
,Fousheé,,,,,,,,,,,,,,600318
,Munn,,,,,,,,,,,,,,727802
2L9VAxwHwtHcNQyZPzmOpZ,sad alex,modern indie pop,0.807,0.629,11,-4.317,1,0.141,0.677,0.000223,0.108,0.311,169.982,194823,1589654
,Lauv,,,,,,,,,,,,,,6425688
,Isabel LaRosa,,,,,,,,,,,,,,127780
5L1eW2bt7pDbjhNLKWKom2,glaive,glitchcore,0.621,0.838,9,-5.006,0,0.0909,0.0416,0,0.347,0.329,103.103,116505,515014
0gRGB5zwCHqNmk9kQ2pO7q,dempsey hope,modern indie pop,0.677,0.29,5,-11.973,0,0.176,0.845,0,0.0976,0.77,94.853,136421,136421
6y6jbcPG4Yn3Du4moXaenr,blackbear,pop,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04E-05,0.114,0.315,144.871,245172,2095784
1wsZ0cp5He4Wm4yohNjwIs,blackbear,pop,0.58,0.694,1,-5.45,0,0.221,0.481,1.18E-06,0.109,0.389,139.751,248633,3540521
2ttGfRawDPWlkAoXxP5Z72,blackbear,pop,0.666,0.628,8,-5.613,1,0.0623,0.144,0,0.189,0.767,82.992,186468,6531305
11gjN7Mh7DA6GzVJmhUvcn,BLÜ EYES,alt z,0.543,0.471,11,-9.904,1,0.0438,0.616,6.77E-05,0.161,0.0775,91.921,152985,774610
3D2H0RZzOXziswr9UHbpyb,John K,singer-songwriter pop,0.958,0.376,8,-7.063,1,0.0523,0.171,0,0.13,0.331,107.964,145316,290630
5vDA0WiwxOzj4AJDKDl1Bz,John K,singer-songwriter pop,0.955,0.369,8,-7.614,1,0.0502,0.223,0,0.14,0.343,107.98,144244,144360
1DoECePnMuLtpLQSCZqwtK,Powfu,sad lo-fi,0.652,0.483,8,-9.964,0,0.291,0.658,0,0.393,0.372,75.987,134881,278202
4ewiHg0NkG36ky2JT3OwiB,Cadence Floria,,0.65,0.232,4,-15.833,1,0.0339,0.967,0.372,0.126,0.433,110.069,277858,277858
6iT0ZdQcHwzQDNcAC2oDKX,John K,singer-songwriter pop,0.261,0.277,1,-8.143,0,0.031,0.572,1.40E-06,0.0859,0.0617,179.077,236082,497036
6iT0ZdQcHwzQDNcAC2oDKX,John K,singer-songwriter pop,0.261,0.277,1,-8.143,0,0.031,0.572,1.40E-06,0.0859,0.0617,179.077,236082,2385481
0NAvBMEfXk1ke0RoR4NPni,John K,singer-songwriter pop,0.674,0.544,3,-7.113,1,0.0409,0.147,0,0.0734,0.463,149.125,170005,964090
3eOyNxCZO4q8UXexph1j8X,vowl.,traprun,0.621,0.798,0,-5.918,1,0.0513,0.0263,0.0894,0.185,0.0914,110.999,160000,160000
4fgIoBKHzO7YO5eATyYbMl,Saib,chillhop,0.739,0.28,0,-17.212,1,0.0929,0.697,0.0133,0.362,0.755,142.912,277840,41711
0IPppzA0UL3lSUXRyMO0UC,Paycheck,sad rap,0.716,0.471,1,-9.501,0,0.0374,0.756,0,0.0888,0.405,75.011,204986,2552
5nWjUNo9bEAyXUgu9GbQLP,Isaac Dunbar,alt z,0.524,0.664,2,-6.214,1,0.0405,0.0106,0,0.126,0.432,129.897,210507,3407685
3ehrCQoouv7NW8LRgcMvRF,Sody,alt z,0.616,0.45,6,-9.832,1,0.114,0.529,1.58E-06,0.0926,0.195,123.851,207510,1037545
3XwEo4mEovAVPd3cNUN4Dy,Sody,alt z,0.521,0.347,6,-12.716,1,0.164,0.463,0,0.091,0.198,123.996,191119,804867
1UKMkPZaghSYe4obHRaWzo,Atlas in Motion,,0.722,0.195,3,-15.426,1,0.111,0.903,5.28E-06,0.11,0.353,115.927,157178,10398549
0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,pop,0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,173160,601852
7t98gq2h0xH5rnkonfJTxd,Alaina Castillo,alt z,0.51,0.303,7,-5.344,1,0.0562,0.892,0,0.127,0.51,198.149,185682,2745205
5BDZ8atcxq0QHGn66YwTwh,sped up nightcore,nightcore,0.544,0.546,1,-14.475,1,0.0923,0.0099,0.00027,0.392,0.151,161.76,100383,100383
4wONXG4GqWSscEyZlx300W,Kacey Musgraves,classic texas country,0.669,0.552,0,-7.98,1,0.0587,0.807,0.000874,0.321,0.488,100.102,180800,1075534
7EWMUJJiCyFSiQSWeU0fPo,glaive,glitchcore,0.708,0.723,1,-4.449,1,0.0545,0.0196,0,0.201,0.673,141.944,117000,30457928
