track_id,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
3L2XWJbcC02LtUqZrQmjdr,Sukhwinder Singh,filmi,0.694,0.959,7,-5.635,1,0.06,0.0408,0.0825,0.0763,0.77,124.995,276673,104486
5fJ7LMH2yzvlX0HKxbzl6f,Himesh Reshammiya,filmi,0.509,0.617,7,-2.233,0,0.0249,0.304,7.80E-05,0.164,0.339,86.025,304049,122198
3fMbCqlyxx5zKvyicIAGO3,Shahid Mallya,filmi,0.587,0.415,7,-7.086,0,0.027,0.67,1.61E-06,0.142,0.3,86.066,304274,28080
4jbmgIyjGoXjY01XxatOx6,Katy Perry,pop,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,215672
3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,afrofuturism,0.603,0.784,6,-4.023,1,0.062,0.446,8.32E-06,0.119,0.769,172.041,173104,363479
55KvkgRT9fqmQxqqPuaRJX,Rachel Chinouriri,uk pop,0.682,0.677,0,-7.797,1,0.046,0.0955,0.365,0.0557,0.548,114.959,168189,168773
6OiHKpitpPFuMH7ZqgdjDP,Andreya Triana,british soul,0.555,0.404,9,-10.615,0,0.0249,0.684,0.000211,0.125,0.162,89.061,223472,26270
3gHMshV2IfQAM3YWwKXOlQ,Tate McRae,alt z,0.625,0.328,9,-10.603,0,0.0341,0.389,9.27E-05,0.109,0.0902,91.959,161252,952635
2TzyJEUfWHGRsk3r6Emvbk,Param Singh,punjabi pop,0.541,0.676,8,-3.893,0,0.153,0.442,0,0.159,0.845,90.037,185333,194457
,Ammy Virk,,,,,,,,,,,,,,1500
4IPzzBnFrGrlijBWY0JDYB,Shaan,filmi,0.552,0.598,9,-6.052,0,0.0362,0.479,0,0.0806,0.354,135.951,426499,3942714
7A7lxMWZI2Uow7WqWjWGcM,RADWIMPS,j-pop,0.673,0.119,5,-20.274,1,0.0656,0.985,0.73,0.114,0.478,123.87,245907,2493661
0wf56xkFyoiPBPDhqgksMt,RADWIMPS,j-pop,0.679,0.13,5,-22.383,1,0.0852,0.993,0.729,0.106,0.41,123.43,129013,977622
6vMhmuAwyL2tUCqej1f0gO,Low Roar,icelandic indie,0.439,0.378,9,-11.776,1,0.033,0.689,0.208,0.168,0.0811,110.862,336692,917111
6buHoQU9OTdbJrAuniVwGL,Hans Zimmer,german soundtrack,0.31,0.0558,9,-19.072,0,0.0285,0.475,0.0447,0.127,0.106,79.924,195240,11031
6krYS8KtmNAYyb5uTZiYW4,The Weeknd,canadian contemporary r&b,0.28,0.478,9,-8.755,0,0.037,0.674,5.85E-05,0.483,0.0807,111.65,96240,79027
5wfllwdjglyQislkskYLBv,Kid Cudi,hip hop,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08E-06,0.119,0.804,138.014,221240,442480
4WmB04GBqS4xPMYN9dHgBw,Hans Zimmer,german soundtrack,0.311,0.0173,9,-27.788,0,0.0348,0.927,0.964,0.0727,0.0658,95.985,199423,2140569
1GelvXCuNRJkSTV8UwAAGw,Hans Zimmer,german soundtrack,0.347,0.0213,9,-24.608,0,0.0356,0.97,0.926,0.0803,0.0385,96.101,229146,1853041
1fVtXWaLht2ACju6yLRrRf,Hans Zimmer,german soundtrack,0.301,0.308,9,-18.163,0,0.0481,0.698,0.924,0.345,0.11,119.967,417240,4442581
6pOSXBD40QWLScThLJiLgU,steezy prime,lo-fi study,0.359,0.0535,2,-19.794,1,0.0753,0.903,0.91,0.102,0.0664,179.982,106667,319998
6TXvFT9bQJ5oH249Qm15UD,Tibeauthetraveler,lo-fi study,0.471,0.143,1,-17.247,1,0.039,0.623,0.869,0.0982,0.244,62.682,165951,331900
1qCDrlj87fYTurdtXLqSvU,Yasumu,lo-fi study,0.74,0.333,11,-12.893,0,0.307,0.715,0.923,0.131,0.168,154.054,153214,153214
6zHEWX6PuCQIRy4rdh777J,AURORA,art pop,0.604,0.56,10,-8.617,1,0.0786,0.0398,0.000322,0.485,0.266,145.964,219058,174866
2pyjbGTpJCPjMYwCbdymiF,Ruel,alt z,0.688,0.5,2,-7.411,1,0.138,0.102,0,0.355,0.418,127.906,189608,2934777
7IhsLJMqdxoo7YAZjaSMru,T.I.,atl hip hop,0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.601,0.47,135.021,299747,899238
2lUubBotxJ5aatMNkDPoCh,Ber,alt z,0.781,0.396,11,-8.427,1,0.0467,0.52,2.67E-05,0.134,0.749,105.016,166480,166480
7BdlyzVvOqmwPH9dYtZfsx,Promoting Sounds,aesthetic rap,0.719,0.651,7,-5.872,1,0.0274,0.127,0,0.0762,0.289,104.956,219429,6290005
4inWxO0vnDzZsq32p0cHJm,Au/Ra,alt z,0.703,0.831,5,-5.651,0,0.0637,0.00189,0.118,0.207,0.29,132.001,194791,56191
7MSpEzjmxk6cTyd2Wl06IM,Sean Dagher,shanty,0.902,0.43,11,-7.239,1,0.0567,0.899,0,0.0964,0.83,94.043,67173,65967
2wYJ7AszuzxSdb0yOjirKQ,KUTE,aggressive phonk,0.708,0.899,0,-4.249,1,0.181,0.00531,0.246,0.11,0.412,99.934,172800,172672
0pfTlQJBOV4LUmF8qqrVy5,Charlotte Gainsbourg,art pop,0.461,0.545,11,-8.166,1,0.046,0.0297,0.0471,0.0928,0.408,104.97,364987,4172662
0NHCPU8QNMJUUdIkd9qhro,Charlotte Gainsbourg,art pop,0.591,0.534,4,-7.929,1,0.0424,0.0207,0.0535,0.256,0.51,104.943,233149,466296
57KDDGijeqbwsiBOhdo4PT,Charlotte Gainsbourg,art pop,0.799,0.858,11,-5.977,1,0.0588,0.0422,0.783,0.0625,0.965,104.976,475058,475057
65ROM5A1rkF6nqUSU7fRS1,Aether,chillstep,0.646,0.11,9,-20.284,0,0.0354,0.928,0.852,0.0971,0.0687,140.005,236576,570278
43uob5kSWRB3m31nWwtH9T,Basskiller,,0.581,0.913,2,-4.222,1,0.0547,9.00E-05,0.831,0.543,0.401,139.999,224000,19226
7kOlqMHboyS604AmNVM4Zy,CHVRCHES,indietronica,0.487,0.704,1,-5.825,1,0.0514,0.00126,0.0652,0.0686,0.0542,121.951,316214,409512
6HlE9t71z9DjGi7KqSyEpA,Fousheé,indie r&b,0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,141224,1273627
7emLx4rVwr0tPyjktu7A7U,Shaan,filmi,0.725,0.918,9,-4.875,1,0.0447,0.0289,5.13E-06,0.602,0.927,107.975,352388,1927352
2QC6Z1XalpTXmIOif8Wl9u,Tsuko G.,eurobeat,0.568,0.956,0,-9.435,0,0.0416,0.115,0,0.199,0.7,154.042,250942,7370
1scGwkyXNCl19wrBDhnAWg,Rochak Kohli,desi pop,0.799,0.828,9,-4.846,0,0.0782,0.424,0,0.145,0.627,105.04,256271,786411
57zRWXTQCFRV3zwg0NR8Ck,Alec Benjamin,alt z,0.708,0.494,5,-7.496,0,0.0365,0.697,0.000115,0.34,0.76,142.921,163172,3582444
3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,modern rock,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,177506
1FonRAk9xtzJZbGCslpaZ9,Ouse,emo rap,0.544,0.55,4,-10.654,1,0.0592,0.0183,0,0.193,0.134,149.872,204891,207850
2ydhzORAj3FWMTOhzyqxMQ,Promoting Sounds,aesthetic rap,0.532,0.543,4,-10.596,1,0.0568,0.0176,0,0.217,0.116,150.038,204868,614451
419WlJcAN0v1jyf75zWLJH,Lox Chatterbox,bass trap,0.678,0.685,1,-4.745,1,0.0827,0.0073,0,0.252,0.116,130.063,242308,411541
7KXAgGAHEB1Ny89pL6eEA0,yatashigang,gym phonk,0.448,0.673,5,-6.851,0,0.34,0.017,0.000156,0.176,0.187,181.127,165559,165525
3XAx9B30xIo3RlDEgcpJcv,Alec Benjamin,alt z,0.463,0.755,2,-5.04,1,0.0727,0.137,0,0.0745,0.649,79.488,141163,423240
6rPO02ozF3bM7NnOV4h6s2,Luis Fonsi,latin pop,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,228827,228826
4QQyXwqvTF9oByQlSmWhCc,VØJ,drift phonk,0.646,0.708,3,-5.875,0,0.065,0.0145,0.781,0.35,0.382,128.011,144136,8899
7z5xueAygjpMdd7hT8zAY3,Ladytron,alternative dance,0.528,0.782,4,-6.17,0,0.0314,0.00928,2.21E-05,0.179,0.719,120.311,276508,276493
1ChOmDUeCFFLA4nk1KKpRU,Panama,australian indie,0.615,0.545,1,-9.178,1,0.0272,0.0312,0.624,0.109,0.367,115.97,306861,3068600
19STBV8KgQ5TqoYbio5Ewm,Parkway Drive,alternative metal,0.465,0.988,3,-4.126,0,0.106,3.20E-05,0.0114,0.13,0.155,133.017,287340,0
4LFTLsnrGGZFtHdjlrV8Gx,Hans Zimmer,german soundtrack,0.244,0.108,0,-14.973,1,0.0451,0.188,0.909,0.0509,0.0254,118.723,402202,3099597
3EfXB0To1zCbgDgPkSt9pR,Disasterpeace,chiptune,0.539,0.3,6,-17.864,0,0.0476,0.972,0.95,0.0737,0.0607,120.007,80000,80000
6Ozx2ngGtXrqznTKhKBlrT,Ajay-Atul,filmi,0.34,0.96,1,-5.427,1,0.0802,0.238,4.32E-06,0.0378,0.475,150.04,356827,166384
3lj59hy6FrRDyYNo8Onuud,Barren Gates,traprun,0.507,0.864,6,-1.421,0,0.168,0.343,2.57E-05,0.0891,0.41,150.075,176000,533503
1zu2GKHPJIsUu80SUJX4H4,Alec Benjamin,alt z,0.448,0.606,3,-4.565,1,0.0609,0.577,0,0.217,0.483,121.15,163613,488998
7MiZjKawmXTsTNePyTfPyL,Hippie Sabotage,edm,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272,729053
04cMUwER7r2VwqMCj4kYJ9,ZODIVK,drift phonk,0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,136652,273101
,Razihel,,,,,,,,,,,,,,135764
5NkAWXpJOE0mDtHlK8LlWZ,CXLOE,alt z,0.602,0.694,2,-5.982,0,0.406,0.473,0,0.184,0.43,101.953,186360,1360064
4XfI7M5gLwEY84gYiH4RDD,The Neighbourhood,modern alternative rock,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,186307,744623
3THyCpywXqlelZEERK2RlO,Panjabi MC,bhangra,0.716,0.974,11,-2.48,0,0.17,0.184,0.00147,0.333,0.886,81.02,264720,348500
6O8ZM3IKYcSBzpnuxpCAQr,Uttam Singh,classic bollywood,0.684,0.52,7,-10.793,1,0.0339,0.369,3.99E-05,0.724,0.907,92.995,318433,636864
4eKWtXoGajnaGKvKAcgc8f,Shreya Ghoshal,filmi,0.8,0.881,0,-6.077,1,0.0502,0.127,0.00011,0.0976,0.81,107.998,373357,80551
,KK,,,,,,,,,,,,,,3402
2gT72HL4Y84K2Mle3miAMJ,Bring Me The Horizon,melodic metalcore,0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,207141,170442
5zAvMInb15RHyQXDkf1LGg,Mord Fustang,complextro,0.801,0.918,7,-3.231,0,0.0489,1.66E-06,0.75,0.322,0.503,128.011,194531,52715
10f0hrbCBiQk9STrFG3EU7,Vampire Weekend,baroque pop,0.422,0.809,11,-5.607,1,0.246,0.0333,3.64E-05,0.203,0.735,87.076,160067,56172
3nY8AqaMNNHHLYV4380ol0,StarBoi3,viral rap,0.647,0.608,9,-6.831,1,0.42,0.13,0,0.0584,0.474,125.994,175238,215153
2OR29bTCjzyPuPuHiB0fJC,Jess Benko,gen z singer-songwriter,0.614,0.0595,0,-16.254,1,0.107,0.957,5.58E-06,0.105,0.146,75.339,341820,2745376
2OBY3aeK3P2iiB6tkuanRz,Perfume Genius,art pop,0.257,0.381,3,-10.62,1,0.0368,0.828,0.00121,0.135,0.264,73.687,212550,212549
0UxvWoutds1rMXPk7kW4Fy,SLEEPYHΞAD,aggressive phonk,0.71,0.894,1,-1.196,1,0.208,0.0812,0.877,0.28,0.525,92.559,140195,139863
26hOm7dTtBi0TdpDGl141t,Joji,viral pop,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,211667,2434155
2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,canadian contemporary r&b,0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,260253,269586
2lz3zjQ5QCVXiyOzIk02vW,VALORANT,video game music,0.598,0.705,11,-5.462,1,0.0333,0.0826,1.80E-05,0.133,0.104,95.018,212927,12827397
5JTAGruCIDyRLhKLwFkTnS,Michl,,0.424,0.356,6,-8.374,1,0.0777,0.792,0,0.148,0.0738,125.41,209537,1910102
2e8MxBgVWMSQmxb2zcuCoq,Richard Wagner,classical,0.251,0.219,7,-16.781,1,0.0323,0.929,0.933,0.0824,0.0965,89.997,325000,2242534
3By9jCy6b4dv5XnlhvIWwx,Giuseppe Verdi,classical,0.272,0.346,0,-14.01,0,0.0317,0.926,0.931,0.0772,0.24,79.773,134747,918709
6K30vTgYqeIbC3Nw8Lvj0D,Yasumu,lo-fi study,0.735,0.15,2,-13.138,0,0.0829,0.901,0.924,0.137,0.313,83.043,130264,15034550
5wJK29uAgtrivdF2eGWQpT,Idarose,,0.761,0.602,7,-8.326,1,0.0651,0.00189,0.000121,0.16,0.568,103.984,198651,198650
,KK,,,,,,,,,,,,,,356665
,Yo Yo Honey Singh,,,,,,,,,,,,,,35889
6cUaCs1lKfDOyFKMkBF8ch,Sonu Nigam,filmi,0.814,0.909,0,-6.875,1,0.0753,0.319,0,0.345,0.961,100.004,230947,554206
3Kl8p2PxVf8eAayLwTxOIm,Pritam,filmi,0.59,0.859,2,-5.005,0,0.0416,0.633,0,0.286,0.634,149.966,329387,60013
5nHwX7e5XHnie22nuTFgda,KK,filmi,0.486,0.382,6,-6.183,1,0.0286,0.613,8.56E-05,0.149,0.164,125.918,333200,55992
6ZmtxXUXRVjxOhugKkmerC,The Local Train,hindi indie,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290,3300
2PaAG9RNH3HKL57LKc3GJI,Kunal Ganjawala,filmi,0.733,0.933,7,-4.583,1,0.105,0.0576,0.0691,0.0615,0.696,132.992,354253,1347893
,Rochak Kohli,,,,,,,,,,,,,,1913010
5itw0WzsobhLXyxUuAj8OQ,Uttam Singh,classic bollywood,0.752,0.67,6,-10.641,0,0.0465,0.306,0.000528,0.729,0.748,110.696,336118,672234
0RFxx8rwddnW4j9COvLmGK,Maninder Buttar,desi hip hop,0.778,0.743,6,-4.506,0,0.0288,0.356,0,0.259,0.834,121.956,122336,172519
6ZoCBDOB308GqUdt2AJrV2,Shafqat Amanat Ali,classic pakistani pop,0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013,249661,499212
1sRQzflFI4OooCN1dQK9NG,Lous and The Yakuza,belgian pop,0.841,0.541,5,-7.564,0,0.143,0.0968,0,0.0982,0.378,145.038,187013,2853719
2uOsJHJbOha30RSDxs8JRS,Roop Kumar Rathod,filmi,0.664,0.384,9,-16.858,0,0.0751,0.629,0,0.146,0.688,149.945,331468,331467
6C5CjR1BTqfO5gc0YNcCrP,KK,filmi,0.735,0.938,1,-7.142,1,0.0571,0.00942,7.91E-05,0.057,0.792,110.999,392267,181421
3ggtU1ZOKO8ZNiqPNyXGcm,Trinidad Cardona,sped up,0.708,0.782,2,-4.687,1,0.0674,0.00772,0,0.107,0.484,119.997,160880,160880
,Nonveg Comedyjokes,,,,,,,,,,,,,,7580
1v5kaAA3u8rsqTiDbGdFHB,salem ilese,alt z,0.409,0.338,4,-7.951,1,0.0432,0.731,0,0.25,0.273,184.043,144446,562806
0Dx352kZFiXR1NlcEMDJZx,Vampire Weekend,baroque pop,0.504,0.815,6,-6.967,1,0.332,0.209,0.0513,0.0838,0.842,193.966,361373,178420
7IAC8d1MpiYgNqIdkVNnPo,Tei Shi,alternative r&b,0.826,0.624,7,-8.386,1,0.25,0.784,1.73E-06,0.112,0.894,115.94,179336,501811
7n5lU2pd2KXzkMQSWJCmn9,RADWIMPS,j-pop,0.182,0.27,4,-23.826,0,0.057,0.277,0.962,0.128,0.0359,69.391,115840,981564
6Xoe3jKnSFKSzsQ8kdDT7I,Sarcastic Sounds,lo-fi chill,0.657,0.821,0,-5.655,1,0.232,0.686,0,0.0736,0.823,169.897,142092,45718
29e4KOBzZDOX6qnpYbjwoW,KSLV Noh,drift phonk,0.825,0.613,0,-6.043,1,0.0941,0.0158,0.391,0.159,0.511,117.052,84138,470672
2Lumsra3kuU61wXkEKzKaK,Surf Curse,dreamo,0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,152761,306325
26I4QjhQNzyyTKomVRl4wn,Yasumu,lo-fi study,0.713,0.26,8,-22.457,0,0.0474,0.566,0.883,0.294,0.186,119.996,192000,383780
2v8KSMEW97GCZ37PlaIn4d,Lauv,pop,0.641,0.161,4,-12.466,1,0.0413,0.89,1.02E-06,0.104,0.45,91.116,141442,282884
5kzwRr1EKDrupiOySWTgTc,Krynoze,lo-fi sleep,0.599,0.109,5,-22.396,1,0.0396,0.953,0.94,0.116,0.0874,133.937,116922,233842
7pBrj5rt4SSxXwFKOyZfHR,Absofacto,shimmer psych,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,224661,14339106
3nAWC89RGwrvNj4UYPiaWK,Gerardo Millán,lo-fi study,0.264,0.0689,7,-21.348,1,0.0372,0.978,0.952,0.0822,0.136,73.306,175192,350384
6pUgQa7qFgVp3i6ddpWWo0,Loving Caliber,scandipop,0.497,0.478,5,-7.801,1,0.0627,0.08,0,0.49,0.395,85.392,204224,4509160
7n8oAD5lFVciTlfPAChrCr,Samia,indie pop,0.558,0.136,8,-11.731,0,0.0337,0.799,0,0.1,0.141,80.259,204285,831126
7zHrHnVSQwI95FGHewXDl8,KSHMR,big room,0.604,0.894,5,-4.755,1,0.113,0.0512,0.000315,0.234,0.415,127.964,204375,1156150
1Fh4hfRZs2hAhKDihIn2ZF,Dansu,dutch indie,0.68,0.644,7,-6.905,0,0.157,0.137,5.48E-05,0.112,0.801,111.979,202816,3671516
5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,garage rock,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4154250
2XKsHHNCtKqk9cF35TRFyC,ACRAZE,pop dance,0.636,0.892,2,-5.573,1,0.0386,0.000422,0.0954,0.156,0.456,125.003,125280,3483
4vSlIeLQxLnmSMGO8VggwM,Hans Zimmer,german soundtrack,0,0.0537,5,-30.709,1,0,0.939,0.331,0.0475,0,0,99105,554655
7fyIuR4aaWb6iltlAoSkxF,Madan Mohan,classic bollywood,0.247,0.556,11,-7.514,1,0.0376,0.635,0.000436,0.146,0.371,168.823,265927,265926
5XW4BwCrfYpci5zMbJxs4N,Wig Wam,glam rock,0.559,0.793,2,-3.536,0,0.028,0.0191,0,0.394,0.69,92.034,176973,228761
71TRhiwsRckqoqO9CcDIE6,Ali Gatie,canadian hip hop,0.665,0.707,11,-5.144,1,0.03,0.193,0,0.219,0.391,144.952,156331,16447
55XVu6sTO9XyNEuu3OEijK,Haywyre,canadian electronic,0.849,0.723,5,-5.093,0,0.046,0.028,0.12,0.235,0.552,115.031,275478,4035620
0tAFy8LVdMQgW6A6Nq7olS,TroyBoi,bass trap,0.827,0.518,10,-8.156,0,0.343,0.164,0.375,0.61,0.584,80.729,195791,2139633
4mGXCXP9khO6DfRPI3vIuG,Charlie Puth,pop,0.61,0.86,8,-4.6,0,0.127,0.177,0,0.155,0.549,98.995,218667,218511
,Diplo,,,,,,,,,,,,,,203245
,Blue Swede,,,,,,,,,,,,,,12987
,Shake Music,,,,,,,,,,,,,,87783
,Low Roar,,,,,,,,,,,,,,34476422
,Low Roar,,,,,,,,,,,,,,153760
,Ruel,,,,,,,,,,,,,,374110
,Jack Ü,,,,,,,,,,,,,,46165
,John Paesano,,,,,,,,,,,,,,10380
,Snakehips,,,,,,,,,,,,,,2281186
,Mokita,,,,,,,,,,,,,,2912876
,Cassius,,,,,,,,,,,,,,223853
,Kanye West,,,,,,,,,,,,,,58640
,Lawrence,,,,,,,,,,,,,,1697073
,Lauv,,,,,,,,,,,,,,401393
,Ric Wilson,,,,,,,,,,,,,,12678088
2mak6mzwgFTl7PQIt2msQA,Dua Lipa,dance pop,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,1315721
,ODESZA,,,,,,,,,,,,,,117280
,Journey,,,,,,,,,,,,,,2491855
,Rihanna,,,,,,,,,,,,,,183838
,Coopex,,,,,,,,,,,,,,1955764
,Suriel Hess,,,,,,,,,,,,,,1071231
,Dylan Emmet,,,,,,,,,,,,,,69477
,Sarah Cothran,,,,,,,,,,,,,,2980277
,NOA,,,,,,,,,,,,,,1185134
,Rhea Za,,,,,,,,,,,,,,2463797
4J41s4m5s3dbFDvdgxcsdc,Bobby McFerrin,a cappella,0.175,0.0281,10,-37.841,0,0.0635,0.98,0,0.288,0.375,60.298,269636,1682075
,Mark Ambor,,,,,,,,,,,,,,324344
1lsBTdE6MGsKeZCD6llNu7,Charlie Puth,pop,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,180493,395336
55sgQENF3LY1sUcJUwasLl,Skrillex,brostep,0.689,0.695,11,-5.22,1,0.0429,0.019,0,0.123,0.359,75.05,168253,10642
2aopGDfpPD9s6IhhyocnAv,Tisoki,brostep,0.86,0.805,9,-2.524,0,0.108,0.0286,0.00812,0.487,0.797,150.061,196000,2899838
3LEgGAl9zLcQWGTp7ptqtQ,Jonas Blue,pop,0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,188894,227404
,OAFF,,,,,,,,,,,,,,219687
02Jf3pdSKAUgseNZSiJbwp,Curtis Waters,,0.754,0.631,5,-6.724,0,0.0499,0.217,2.47E-05,0.398,0.47,111.979,173638,6111430
18I7HIzT4GwEzp9jJ8KoFe,Alec Benjamin,alt z,0.721,0.772,10,-4.506,0,0.19,0.598,0.000204,0.19,0.483,76.928,144956,723340
76c1AuZodByXM3X2k48wju,The Growlers,garage rock revival,0.42,0.901,7,-3.857,1,0.0955,0.00173,0,0.366,0.74,145.965,250320,248507
1WWYTovDIyuyv6CVfYRYSW,Kurt Stewart,lo-fi study,0.304,0.034,0,-23.115,1,0.0503,0.978,0.986,0.0681,0.224,75.037,128000,384000
6HjtZWIo0bh0KLD8Tq4ujR,Basshunter,eurodance,0.46,0.962,0,-6.447,1,0.112,0.0084,0.00199,0.186,0.532,140.047,200560,284766
59hkyI30Y03Zei8ITME2mz,Taha G,pakistani hip hop,0.74,0.64,0,-9.931,1,0.0399,0.265,7.70E-05,0.125,0.376,118.019,173881,25373
5eCkuGPZNl4mISFNPgr3Dd,Marian Hill,electropop,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,197773,1070975
48mJX8glOrQkrSdVBjc0Wb,PJ Harvey,alternative rock,0.623,0.622,2,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,194507,138988
6gAk3HmzgUJxWKdUbQKPIQ,Cosmo's Midnight,australian dance,0.593,0.527,2,-6.25,1,0.179,0.548,3.92E-06,0.462,0.466,92.985,166816,69242
05ZUxHiGT7VR6ShJjhwJxn,Beach Fossils,brooklyn indie,0.615,0.743,7,-6.569,1,0.041,0.237,0.00431,0.148,0.528,162.22,158474,24437
491c4G5XxA8I80zNvR1rLR,Lund,cloud rap,0.846,0.419,4,-8.957,0,0.0499,0.198,1.15E-05,0.0415,0.527,119.992,176013,1246780
5sU5tHfxGMCMMI3WmgUQ0L,Project AER,ambient guitar,0.563,0.133,2,-20.87,1,0.0328,0.921,0.904,0.143,0.156,61.983,159286,159285
4azx3EytcCmacJ5pD5yUal,Allie X,alt z,0.575,0.881,6,-4.282,1,0.109,0.00307,5.97E-05,0.509,0.552,107.957,212226,1617789
5pfJsMwoRYKampPay8amX0,Macklemore & Ryan Lewis,pop rap,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21E-06,0.291,0.707,109.725,292593,417622
2LdnFncm1dBrb0huwAuAct,Jordy Chandra,anime lo-fi,0.616,0.274,3,-17.582,1,0.0979,0.887,0.755,0.363,0.126,120.066,104000,104000
4nnHlGaBwJHb1rBetqj0Yl,O-Zone,eurodance,0.812,0.968,0,-3.758,1,0.0421,0.161,0,0.0661,0.706,130.093,213920,46838
4i7iReo02WxqA62XybWaPK,SP3CTRUM,covertronica,0.668,0.82,0,-4.863,1,0.0828,0.0303,0,0.329,0.158,129.939,141201,705805
4nnHlGaBwJHb1rBetqj0Yl,O-Zone,eurodance,0.812,0.968,0,-3.758,1,0.0421,0.161,0,0.0661,0.706,130.093,213920,134849
0slVzyDCYPANhtDTpzBgLZ,Billy Davis,australian r&b,0.362,0.534,10,-8.38,1,0.0468,0.519,1.02E-06,0.332,0.547,94.742,207158,129993
4czEiUAPsMtI71MfAAV963,Billy Davis,australian r&b,0.321,0.332,0,-9.573,1,0.0334,0.931,7.26E-05,0.0845,0.419,84.902,277940,277891
1xsYj84j7hUDDnTTerGWlH,Aerosmith,album rock,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,267597,5320709
5mEqD00bdFcsiVd0MfvEeF,RADWIMPS,j-pop,0.206,0.871,8,-5.751,1,0.419,0.0316,6.55E-05,0.0596,0.125,175.6,131667,6669750
0RTzJVkunbGwuRjXDFHnjf,Axwell /\ Ingrosso,edm,0.627,0.847,10,-5.303,1,0.0352,0.0237,0,0.212,0.611,126.017,251147,1495293
0LHMAiZXmYy97d23W2O8f4,Low Roar,icelandic indie,0.255,0.161,9,-12.711,0,0.0327,0.925,0.0155,0.147,0.0679,74.007,309720,4431839
2EtDBM1HREttw143IwZvJ0,The Score,modern alternative rock,0.609,0.726,1,-3.947,0,0.108,0.00252,0,0.0745,0.616,79.967,198640,0
6cMswWRv4lAU3mh5lclgCc,Smallpools,hopebeat,0.612,0.89,10,-2.827,0,0.047,0.000478,0,0.0672,0.886,118.989,216253,454053
2dDuHXxFxLsdYdBBtgjoEi,Hans Zimmer,german soundtrack,0.135,0.0277,5,-35.251,1,0.0662,0.0528,0.957,0.269,0.0297,82.898,235838,2463114
6fZpcVRr45Z6fLtciswBBU,Bazzi,pop,0.663,0.666,6,-5.441,1,0.125,0.583,3.85E-06,0.222,0.605,159.983,147021,146980
7aiYeTWsZBOxBnij88bs7o,RUNN,melodic dubstep,0.654,0.525,4,-8.447,1,0.0367,0.251,0,0.0954,0.211,135.95,194559,3975309
0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,album rock,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,2606193
7JzOkrDkvwIkjdkt6wQIN2,CAL,,0.653,0.422,3,-8.206,1,0.101,0.161,0,0.207,0.397,73.325,203836,7045042
0tGf44ZIlavnaf4t41QoHL,Yasumu,lo-fi study,0.644,0.193,0,-24.331,0,0.0551,0.887,0.946,0.0939,0.204,94.045,151755,151755
42lr5I32FRjGgjfO1w9PGK,Jisatsu,anime lo-fi,0.667,0.0809,9,-22.628,0,0.0354,0.979,0.869,0.0949,0.0674,128.014,199687,679183
1HCmEU2u0YU8ll8qgXDyjj,Seeb,pop dance,0.656,0.927,1,-4.527,1,0.122,0.127,0.0354,0.0811,0.865,113.99,252764,252763
